"participant_id","trial","study","search_step","search_target","search_option","chose_option","total_reveals_in_trial","search_cost_eur"
"study2_16",7,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_16",8,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_16",9,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_16",10,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_16",11,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_16",12,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_16",13,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_16",14,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_16",14,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_16",15,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_16",16,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_16",17,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_16",17,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_16",18,"study2",1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_16",18,"study2",2,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_16",18,"study2",3,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_16",18,"study2",4,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_16",19,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_16",20,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_16",21,"study2",1,"self","higher_own_payoff","higher_own_payoff",3,20
"study2_16",21,"study2",2,"self","lower_own_payoff","higher_own_payoff",3,20
"study2_16",21,"study2",3,"self","lower_own_payoff","higher_own_payoff",3,20
"study2_16",22,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_16",23,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_16",24,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_16",24,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_160",1,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_160",2,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_160",2,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_160",3,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_160",4,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_160",5,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_160",5,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_160",6,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_160",6,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_160",7,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_160",8,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_160",9,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_160",10,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_160",11,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_160",11,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_160",12,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_160",13,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_160",14,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_160",15,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_160",16,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_160",17,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_160",18,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_160",19,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_160",20,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_160",21,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_160",22,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_160",23,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_160",24,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_161",1,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_161",2,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_161",3,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_161",4,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_161",5,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_161",6,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_161",6,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_161",7,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_161",8,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_161",8,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_161",9,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_161",10,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_161",11,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_161",12,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_161",13,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_161",14,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_161",15,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_161",16,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_161",17,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_161",18,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_161",19,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_161",20,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_161",21,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_161",22,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_161",23,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_161",24,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_161",24,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_162",1,"study2",1,"self","higher_own_payoff","higher_own_payoff",3,20
"study2_162",1,"study2",2,"self","higher_own_payoff","higher_own_payoff",3,20
"study2_162",1,"study2",3,"self","lower_own_payoff","higher_own_payoff",3,20
"study2_162",2,"study2",1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_162",2,"study2",2,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_162",2,"study2",3,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_162",2,"study2",4,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_162",3,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_162",4,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_162",5,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_162",6,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_162",6,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_162",7,"study2",1,"self","higher_own_payoff","higher_own_payoff",3,20
"study2_162",7,"study2",2,"self","lower_own_payoff","higher_own_payoff",3,20
"study2_162",7,"study2",3,"self","higher_own_payoff","higher_own_payoff",3,20
"study2_162",8,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_162",8,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_162",9,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_162",9,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_162",10,"study2",1,"self","higher_own_payoff","higher_own_payoff",3,20
"study2_162",10,"study2",2,"self","higher_own_payoff","higher_own_payoff",3,20
"study2_162",10,"study2",3,"self","lower_own_payoff","higher_own_payoff",3,20
"study2_162",11,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_162",11,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_162",12,"study2",1,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_162",12,"study2",2,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_162",13,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_162",14,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_162",15,"study2",1,"self","higher_own_payoff","lower_own_payoff",3,20
"study2_162",15,"study2",2,"self","lower_own_payoff","lower_own_payoff",3,20
"study2_162",15,"study2",3,"self","lower_own_payoff","lower_own_payoff",3,20
"study2_162",16,"study2",1,"self","higher_own_payoff","higher_own_payoff",3,20
"study2_162",16,"study2",2,"self","lower_own_payoff","higher_own_payoff",3,20
"study2_162",16,"study2",3,"self","lower_own_payoff","higher_own_payoff",3,20
"study2_162",17,"study2",1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_162",17,"study2",2,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_162",17,"study2",3,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_162",17,"study2",4,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_162",18,"study2",1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_162",18,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_162",19,"study2",1,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_162",19,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_162",20,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_162",20,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_162",21,"study2",1,"self","higher_own_payoff","lower_own_payoff",3,20
"study2_162",21,"study2",2,"self","lower_own_payoff","lower_own_payoff",3,20
"study2_162",21,"study2",3,"self","lower_own_payoff","lower_own_payoff",3,20
"study2_162",22,"study2",1,"self","higher_own_payoff","higher_own_payoff",3,20
"study2_162",22,"study2",2,"self","lower_own_payoff","higher_own_payoff",3,20
"study2_162",22,"study2",3,"self","lower_own_payoff","higher_own_payoff",3,20
"study2_162",23,"study2",1,"self","higher_own_payoff","higher_own_payoff",3,20
"study2_162",23,"study2",2,"self","lower_own_payoff","higher_own_payoff",3,20
"study2_162",23,"study2",3,"self","lower_own_payoff","higher_own_payoff",3,20
"study2_162",24,"study2",1,"self","higher_own_payoff","lower_own_payoff",3,20
"study2_162",24,"study2",2,"self","higher_own_payoff","lower_own_payoff",3,20
"study2_162",24,"study2",3,"self","lower_own_payoff","lower_own_payoff",3,20
"study2_163",1,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",1,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",2,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",2,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",3,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",3,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",4,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",4,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",5,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",5,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",6,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",6,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",7,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",7,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",8,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",8,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",9,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",9,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",10,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",10,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",11,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",11,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",12,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",12,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",13,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",13,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",14,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",14,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",15,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",15,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",16,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",16,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",17,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",17,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",18,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",18,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",19,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",19,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",20,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",20,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",21,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",21,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",22,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",22,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",23,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",23,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",24,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_163",24,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_164",1,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_164",2,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_164",3,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_164",3,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_164",4,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_164",5,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_164",6,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_164",7,"study2",1,"self","higher_own_payoff","lower_own_payoff",3,20
"study2_164",7,"study2",2,"self","lower_own_payoff","lower_own_payoff",3,20
"study2_164",7,"study2",3,"self","lower_own_payoff","lower_own_payoff",3,20
"study2_164",8,"study2",1,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_164",8,"study2",2,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_164",9,"study2",1,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_164",9,"study2",2,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_164",10,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_164",11,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_164",11,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_164",12,"study2",1,"self","higher_own_payoff","higher_own_payoff",3,20
"study2_164",12,"study2",2,"self","lower_own_payoff","higher_own_payoff",3,20
"study2_164",12,"study2",3,"self","lower_own_payoff","higher_own_payoff",3,20
"study2_164",13,"study2",1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_164",13,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_164",14,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_164",15,"study2",1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_164",15,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_164",16,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_164",17,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_164",18,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_164",19,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_164",20,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_164",21,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_164",22,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_164",23,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_164",24,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_165",1,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_165",2,"study2",1,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_165",2,"study2",2,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_165",3,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_165",4,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_165",5,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
